no,name,category,city,address,place_id,rating,price,open hours,latitude,longitude,time_minutes,maps,user_id,url,deskripsi
152,Kampung Bekelir,tourist_attraction,Tangerang,"RJ6M+RPP, Jl. Perintis Kemerdekaan, RT.001/RW.001, Babakan, Kec. Tangerang, Kota Tangerang, Banten 15118, Indonesia",ChIJqZKkjvj5aS4RzchmpwHCyWc,4.7,0,24 hours,-6.1879234,106.6343133,52,"https://www.google.com/maps/search/?api=1&query=-6.1941964,106.6323514",152,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F3.%20kampung-bekelir.jpg?alt=media&token=5e897c69-e9b5-4210-a9aa-bc15d51e8754,"sebanyak 300 rumah bercat warna-warni dan terdapat kurang lebih 1.220 gambar mural di dinding rumah warga Kampung Bekelir. Selain mural, warga pun menghiasi pintu masuk kampung dengan payung dan hiasan lain yang bergantung."
153,Taman Potret,park,Tangerang,"RJ3J+VVW, RT.001/RW.005, Babakan, Tangerang, Tangerang City, Banten 15118, Indonesia",ChIJpe-XqzP5aS4RW20zJ7Ekvq4,4.5,0,24 hours,-6.1952608,106.632193,54,"https://www.google.com/maps/search/?api=1&query=-6.194395,106.6331829",153,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F4.%20taman-potret.jpg?alt=media&token=1fdd7354-7ffb-4c1d-a693-16eb100cae09,Taman kecil dengan area bermain anak-anak serta patung & figur unik untuk foto unik.
154,Taman Bambu (Bamboo Park),park,Tangerang,"RJ4J+9W2, RT.007/RW.003, Babakan, Tangerang, Tangerang City, Banten 15118, Indonesia",ChIJo0VM9DL5aS4ROra6P9weulY,4.5,0,07.00 am - 10.00 pm,-6.1941126,106.6322643,51,"https://www.google.com/maps/search/?api=1&query=-6.1942526,106.6276567",154,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F5.%20taman-bambu.JPG?alt=media&token=e6f44ddf-dee8-4cad-8c80-9ce01c4737dc,Taman indah dengan jalan setapak tak beraspal melewati lengkungan pohon bambu yang menjulang tinggi.
155,Scientia Square Park,park,Tangerang,"Jl. Scientia Boulevard, Curug Sangereng, Kec. Klp. Dua, Kabupaten Tangerang, Banten 15810, Indonesia",ChIJI5JkHmX8aS4R2VwoZ-_yljs,4.5,95000,08.00 am - 10.00 pm,-6.257042,106.6155004,68,"https://www.google.com/maps/search/?api=1&query=-6.2615565,106.6173411",155,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F6.%20Scientia-Square-Park.jpg?alt=media&token=37ed57d5-02d5-43d4-948d-3e59718401b9,"Taman kota dengan jalur joging, dinding panjat & peternakan koi, serta taman skate & pusat pingpong."
156,Taman Elektrik,park,Tangerang,"RJHR+X2Q, Jl. Satria - Sudirman, RT.002/RW.001, Sukaasih, Kec. Tangerang, Kota Tangerang, Banten 15111, Indonesia",ChIJJaUmm8_4aS4RBTAlBnBQCl8,4.8,0,24 hours,-6.1700427,106.6401173,44,"https://www.google.com/maps/search/?api=1&query=-6.1702604,106.6399361",156,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F7.%20taman-elektrik.jpg?alt=media&token=db5278cb-736e-47d1-9961-562d45829156,"Taman Elektrik ini luasnya kurang lebih 3.000 meter persegi. dengan rumput sistetis, Kalau malam banyak oranamen pohon elektrik. Lighting warna - warni ada tulisan Asmaul Husna atau Arohman Arohim. Ada air mancurnya juga buat anak - anak beralaskan karet dengan corak warna - warni."
157,Eco Village Caldera,tourist_attraction,Tangerang,"J276+67X, Ragemanunggal, Tambelang, Bekasi Regency, West Java 17320, Indonesia",ChIJw1lTW6aWaS4Raf7rnfAbnCM,4,20000,07.00 am - 10.00 pm,-6.3868824,107.0107383,88,"https://www.google.com/maps/search/?api=1&query=-6.3924753,107.0155599",157,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F8.%20eco-village-caldera.jpg?alt=media&token=aa216a48-979d-4946-88c6-5fb5ebe52f63,"Caldera Eco Village berkonsep sederhana dengan tujuan membawa anak-anak dan keluarga mencoba hidup berdampingan dengan alam. pengunjung dapat belajar cara cocok-tanam. Kemudian, memanen sendiri bahan makanan yang diinginkan, juga memasak menggunakan alat memasak yang tidak merusak alam."
158,Kampung Markisa,tourist_attraction,Tangerang,"Jl. Ks. Tubun No.17, RT.001/RW.003, Ps. Baru, Kec. Karawaci, Kota Tangerang, Banten 15112, Indonesia",ChIJPf3lGZj5aS4RdPqFe3pXf3E,4.6,5000,24 hours,-6.1688617,106.6262539,52,"https://www.google.com/maps/search/?api=1&query=-6.168549899999999,106.6264401",158,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F9.%20kampung-markisa.jpg?alt=media&token=6d8fcd8d-53a4-4094-8e67-e225004220e7,Kampung Markisa ini menawarkan destinasi wisata kreatif dan edukatif. Kampung Markisa juga memiliki spot foto bagus dan unik yang sayang untuk dilewatkan.
159,Situ Batusari,tourist_attraction,Tangerang,"Jl. Darussalam Utara II No.161-173, RT.003/RW.006, Batusari, Kec. Batuceper, Kota Tangerang, Banten 15121, Indonesia",ChIJ5-ChDU_5aS4RZkVKmB9VV_k,4.6,5000,24 hours,-6.1511078,106.656373,47,"https://www.google.com/maps/search/?api=1&query=-6.1508948,106.6560335",159,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F10.%20situ-batusari.jpg?alt=media&token=1f647b87-4477-4b88-ab2d-3bd5fc7cbcfc,"Situ Batusari kini disulap menjadi wisata alam ditengah kentalnya budaya betawi, yang kemudian dikenal sebagai Kampung Beksi karena di wilayah tersebut terdapat Sanggar senin atraksi beladiri khas betawi Beksi Marhali."
160,Situ Kelapa Dua (Bengis),tourist_attraction,Tangerang,"QJ88+WJ4, Kelapa Dua, Tangerang Regency, Banten 15810, Indonesia",ChIJS5QmH8f9aS4RvN94Glx1HHo,2.7,0,24 hours,-6.2327291,106.6165913,64,"https://www.google.com/maps/search/?api=1&query=-6.2349693,106.5937658",160,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F11.%20situ-kelapa-dua.jpg?alt=media&token=2bfdd468-421a-4b99-a616-37e4986a52ec,Wisata Situ Kelapa Dua di Tangerang Banten adalah tempat wisata yang ramai dikunjungi wisatawan pada hari biasa maupun hari liburan. Tempat ini sangat indah dan bisa memberikan sensasi yang berbeda dengan aktivitas kita sehari-hari.
161,Kampung Gempol - Wisata Edukasi & Rekreasi,tourist_attraction,Tangerang,"Gg. H. Marjuki Jl. Kunciran Induk/Raya Gempol, RT.004/RW.003, Kunciran, Kec. Pinang, Kota Tangerang, Banten 15144, Indonesia",ChIJT9uWzRD5aS4Re48sdrrts_I,4.6,0,24 hours,-6.2204056,106.6711291,52,"https://www.google.com/maps/search/?api=1&query=-6.2288438,106.6642585",161,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F12.%20kampung-gempol.jpg?alt=media&token=9c0ed06c-edd8-4a17-8fab-e322ff31cc99,"Lokasi agrowisata ini dibuat dengan memanfaatkan lahan fasos – fasum di wilayah Kelurahan Kunciran, Kecamatan Pinang, Kota Tangerang, Banten. Tempat nongkrong kekinian ada live musiknya juga cocok untuk hangout bareng keluarga & pasangan atau teman kalian."
162,Cisadane Walk,park,Tangerang,"RJHH+29Q, Sepanjang, Jl. Benteng Jaya, RT.004/RW.005, Sukarasa, Kec. Tangerang, Kota Tangerang, Banten 15111, Indonesia",ChIJwSpXqjL_aS4R6oJ9R_MxAXQ,4.6,0,24 hours,-6.1724024,106.628482,50,"https://www.google.com/maps/search/?api=1&query=-6.1724981,106.6290316",162,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F13.%20cisadane-walk1.jpg?alt=media&token=f1afa3d0-23ee-4279-9004-1362814ca3c6,"Kawasan pejalan kaki tepi laut dengan papan warna-warni yang populer untuk berfoto, plus pedagang & bangunan bermain."
163,Taman Teratai Cipondoh,tourist_attraction,Tangerang,"Gg. Sadar II No.161, RT.004/RW.002, Kenanga, Kec. Cipondoh, Kota Tangerang, Banten 15148, Indonesia",ChIJ-QDsQYf5aS4RLjuP5OW0bs4,4.6,5000,09.00 am - 10.30 pm,-6.1997872,106.6782586,48,"https://www.google.com/maps/search/?api=1&query=-6.1997334,106.6785021",163,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F14.%20taman-teratai-cipondoh.jpg?alt=media&token=71b5e9ba-9e90-4415-b61d-2a94020d08a7,"tempat wisata rekreasi untuk Tempat buat bersantai, foto selfie asyik buat menikmati matahari terbenam bersama keluarga, pacar, teman sekolah.tempatnya istagramable."
164,Wisata Kano Kota Tangerang,tourist_attraction,Tangerang,"Sukarasa, Tangerang, Tangerang City, Banten, Indonesia",ChIJBwuAiyj5aS4RvnJVZiL-fZs,5,0,07.00 am - 06.00 pm,-6.1702634,106.6342947,46,"https://www.google.com/maps/search/?api=1&query=-6.173717,106.630604",164,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F15.%20wisata-kano.jpg?alt=media&token=6845825a-04de-4819-8050-c409147394c0,"warga bisa merasakan wisata mendayung perahu ala wisata luar negeri, yakni Kota Venice, Italia. Cukup dengan mendayung kano di sepanjang bantaran anak sungai Kali Cisadane"
165,Scout Park,park,Tangerang,"Daan Mogot Rd No.71, RT.001/RW.003, Sukaasih, Tangerang, Tangerang City, Banten 15111, Indonesia",ChIJHwSXuM74aS4RY5ksrIRu69s,4.5,0,24 hours,-6.1680121,106.6364212,47,"https://www.google.com/maps/search/?api=1&query=-6.1679743,106.6361286",165,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F16.%20scout-park.jpg?alt=media&token=328dee4c-07de-4c6f-b196-18a91cd85da6,"Scout Park terletak di dekat Sungai Seine, yang memberikan pemandangan indah. Taman ini mengambil namanya karena hubungannya dengan Kepanduan."
166,Taman Burung Perak BIRD Park,park,Tangerang,"RJ6Q+89F, Jl. Mochammad Yamin, RT.004/RW.004, Babakan, Kec. Tangerang, Kota Tangerang, Banten 15118, Indonesia",ChIJrbVZQPD5aS4RMwN2khm0DSk,4.4,5000,09.00 am - 03.00 pm,-6.1891887,106.6384339,50,"https://www.google.com/maps/search/?api=1&query=-6.1909622,106.6368345",166,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F17.%20taman-burung-perak.jpg?alt=media&token=7c39eeb0-8308-474f-b54c-531ec7146444,"Taman ini berdiri di atas tanah kurang lebih seluas 30 meter persegi dengan sekitar 50 burung dari 15 spesies endemik yang ada di Pulau Jawa. Di dalam Bird Park Tangerang ini sebagian burung dilepas bebas, namun ada juga yang dikurung di dalam sangkar."
167,Marcopolo Waterpark,tourist_attraction,Tangerang,"Jalan Kampung No.58 Panunggangan Utara Pinang RT 007, RT.007/RW.001, Panunggangan Utara, Kec. Pinang, Kota Tangerang, Banten 15143, Indonesia",ChIJgXd7qlX5aS4RhdOWfAX625o,4,50000,09.00 am - 05.00 pm,-6.2221224,106.6322628,57,"https://www.google.com/maps/search/?api=1&query=-6.2216133,106.6313408",167,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F18.%20marcopolo-waterpark.jpg?alt=media&token=b4614eef-e613-4fbf-8672-996375a34fac,"Objek wisata keluarga yang dilengkapi kolam renang dengan seluncuran air, area bermain anak, dan loker."
168,Taman Ekspresi,park,Tangerang,"QJQ8+Q39, Jl. Pandan Raya, RT.001/RW.012, Nusa Jaya, Kec. Karawaci, Kota Tangerang, Banten 15138, Indonesia",ChIJTSU4Rbr-aS4ReGg4vH3lAqo,4.5,0,08.00 am - 10.00 pm,-6.210801,106.614936,58,"https://www.google.com/maps/search/?api=1&query=-6.2115774,106.6145634",168,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F19.%20taman-ekspresi.jpg?alt=media&token=66c9ac26-105c-44f3-a519-65467f62a5a3,"taman ini selain bisa duduk santai banyak juga pilihan makanan jajanan yang bisa dicoba. Anak bisa bermain secara gratis ayunan, perosotan dan beberapa fasilitas lain di Taman Ekspresi, semua tersedia di beberapa tempat di dalam taman. Selain itu ada juga permainan anak berupa mobil-mobilan, sepeda, skuter, mainan pancing dan lain-lain. Ada juga trek jogging"
169,Taman Dayung,park,Tangerang,"RJHH+939, RT.002/RW.012, Gerendeng, Karawaci, Tangerang City, Banten 15113, Indonesia",ChIJHZvfwTL_aS4RwiwTsxI1ZaM,4.5,0,24 hours,-6.1715887,106.6277419,51,"https://www.google.com/maps/search/?api=1&query=-6.1717296,106.6278409",169,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F20.%20taman-dayung.jpg?alt=media&token=d30ea9cb-a5a7-4b0b-b900-1b82fbfc88aa,"Taman Dayung mulai menjadi tempat warga Kota Tangerang dan sekitarnya untuk bersantai, bermain, jajan, hingga menikmati senja. Di sini juga terdapat objek ikonik, yaitu dipasangnya replika perahu naga yang merupakan simbol perahu dayung."
170,Situ Cangkring,tourist_attraction,Tangerang,"RJQ2+G27, Jl. Moh. Toha, RT.003/RW.002, Periuk Jaya, Kec. Periuk, Kota Tangerang, Banten 15131, Indonesia",ChIJ4xpOm2v_aS4Rhis1yutbs1g,4.4,0,24 hours,-6.1612129,106.6000514,59,"https://www.google.com/maps/search/?api=1&query=-6.167737,106.6000943",170,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F21.%20situ-cangkring.jpg?alt=media&token=c18cca8d-96a4-4589-bfdc-5dbcc5816db3,"Tempat rekreasi yang nyaman, cocok untuk mancing di waktu senggang, parkiran aman, dan berbagai jenis makanan dan minuman."
171,Kampung Saungkuriang,tourist_attraction,Tangerang,"Jl. Galaxy 35, RT.008/RW.001, Cipondoh Indah, Kec. Cipondoh, Kota Tangerang, Banten 15148, Indonesia",ChIJtVG7vKn5aS4RPOQDvEw4Xmo,4.7,10000,08.00 am - 10.00 pm,-6.1845892,106.6846882,48,"https://www.google.com/maps/search/?api=1&query=-6.1846893,106.6846223",171,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F22.%20kampung-saungkuriang.jpg?alt=media&token=cb350a44-3627-4980-8825-3de18f806d97,Kampung Saungkuriang ini tidak memiliki arti khusus namun nama ini tercetus karena kampung ini mempunyai ciri khas yaitu Saung dan kata Kuriang sendiri ditambah agar warga semangat untuk membangun kampung tematik ini.
172,Fun Park Water Boom permata,tourist_attraction,Tangerang,"Jalan Raya Regency II Blok BG, Kuta Jaya, Kec. Ps. Kemis, Kabupaten Tangerang, Banten 15560",ChIJtyT2A6H_aS4RCqE2Y1oxm8E,4.3,25000,08.00 am - 04.00 pm,-6.167923,106.579159,65,"https://www.google.com/maps/search/?api=1&query=-6.1668729,106.5785371",172,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F23.%20fun-park-water-boom.jpg?alt=media&token=154d4868-88f3-4b1d-8fcc-7320556a3101,"Seluncuran dan wahana air yang cocok untuk keluarga, plus kolam renang outdoor besar & area bermain dengan motif binatang."
173,Taman Wisata Air Setu Cipondoh,tourist_attraction,Tangerang,"RM3G+CW5, Jl. KH Hasyim Ashari, RT.005/RW.002, Cipondoh, Kec. Cipondoh, Kota Tangerang, Banten 15148, Indonesia",ChIJV6ypEUH5aS4R26wfwvy7zW0,4.3,5000,24 hours,-6.1964908,106.6773441,48,"https://www.google.com/maps/search/?api=1&query=-6.1955048,106.6770719",173,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F24.%20taman-wisata-air-setu-cipondoh.jpg?alt=media&token=5bd9ae99-0950-4d24-ba78-c6b6ee2e5689,"Danau alami besar yang populer untuk memancing dan berperahu dayung, dibatasi tempat piknik & taman bermain."
174,Taman gajah,park,Tangerang,"Jl. Taruna Raya taman gajah tunggal No.depan, RT.006/RW.003, Babakan, Kec. Tangerang, Kota Tangerang, Banten 15118",ChIJJ19M9HH5aS4ROD6YRwc2fYA,4.6,0,24 hours,-6.1917043,106.6329917,51,"https://www.google.com/maps/search/?api=1&query=-6.1917043,106.6329917",174,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F25.%20taman-gajah.jpg?alt=media&token=2fd73533-7c55-4947-9558-1f7c0bf0220e,"Area rekreasi keluarga dengan area bermain yang terbuat dari ban, serta miniatur mobil & skuter yang dapat disewa."
175,Citra Raya World Of Wonders Theme Park,tourist_attraction,Tangerang,"Citra Raya Jl. Ecopolis Boulevard Utama, Cikupa, Kec. Panongan, Kabupaten Tangerang, Banten 15710",ChIJxy9Xj2cHQi4Ro2AQ0B8cQ9M,4.4,75000,09.00 am - 05.00 pm,-6.2479494,106.5253842,83,"https://www.google.com/maps/search/?api=1&query=-6.2479494,106.5253842",175,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F26.%20citra-raya-world-of-wonders-theme-park.jpg?alt=media&token=b6e308c6-cb31-452c-ad13-50636d68e26d,"Wahana karnaval, taman bermain & area selfie, serta planetarium, di taman hiburan yang luas."
176,Taman Motorik,park,Tangerang,"RJ7Q+4FC, RT.003/RW.004, Babakan, Tangerang, Tangerang City, Banten 15118, Indonesia",ChIJz0c5i8X5aS4RXGQhgaViOC4,4.5,0,24 hours,-6.1871694,106.6386056,48,"https://www.google.com/maps/search/?api=1&query=-6.1871788,106.6390777",176,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F27.%20taman-motorik.jpg?alt=media&token=23f0a626-5fab-435d-a273-fba9ba92f42c,"Taman Motorik adalah taman kota yang terletak di Kecamatan Tangerang, Kota Tangerang, Banten. Taman ini memiliki luas sekitar 1,5 hektar dan diresmikan pada tahun 2019. Taman ini dirancang dengan konsep edukasi dan rekreasi, sehingga cocok untuk dikunjungi oleh berbagai kalangan, mulai dari anak-anak hingga orang dewasa."
177,Danau Tomang,tourist_attraction,Tangerang,"Jl. Nusa Indah Raya II Blok NB4 No.28, RT.002/RW.017, Gebang Raya, Kec. Periuk, Kota Tangerang, Banten 15132, Indonesia",ChIJh90iY-P_aS4RK_bCAtGzWrQ,4.3,0,24 hours,-6.1632823,106.590259,61,"https://www.google.com/maps/search/?api=1&query=-6.164522,106.5903356",177,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F28.%20danau-tomang.jpg?alt=media&token=e33d91c0-fa22-4511-9ade-e027c69a05e2,"Danau ini bisa menjadi pilihan destinasi wisata murah meriah di Tangerang. Danau Tomang sangat dikunjungi bersama keluarga, teman maupun orang tercinta. Pengunjung bisa menikmati suasana alami yang ditawarkan danau, dengan duduk di tepi danau. Tak hanya itu, tempat ini juga sering dituju bagi para pemancing yang berasal dari berbagai daerah. Tersedia pula bebek-bebekan, bagi wisatawan yang ingin berkeliling menikmati keindahan danau."
178,Danau Serenade,tourist_attraction,Tangerang,"Serenade Lake, RT.003/RW.003, Panunggangan Bar., Kec. Cibodas, Kota Tangerang, Banten 15138, Indonesia",ChIJWanA9RX9aS4RcqIFfLgCwK4,3,0,24 hours,-6.2265142,106.6280251,63,"https://www.google.com/maps/search/?api=1&query=-6.2265142,106.6280251",178,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F29.%20danau-serenade.jpg?alt=media&token=b2eec772-56b9-4568-9374-44d949d24a7d,Danau Serenade (Serenade Lake) memiliki pemandangan yang indah dengan suasana yang asri. Danau Serenade (Serenade Lake) menawarkan pemandangan danau yang sejuk.
179,Benteng Heritage Museum,museum,Tangerang,"Jalan Cilame No. 18&20, RT.001/RW.004, Pasar Lama, Kec. Tangerang, Kota Tangerang, Banten 15118, Indonesia",ChIJ4ZEtv9T4aS4RO3t-Fz3SvT0,4.5,30000,10.00 am - 05.00 pm,-6.1786869,106.6296684,51,"https://www.google.com/maps/search/?api=1&query=-6.8508377,107.5176674",179,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F30.%20benteng-heritage-museum.jpg?alt=media&token=117cf997-c413-48ff-aacd-6e885786581c,"Museum Benteng Heritage adalah situs warisan dan museum di Pasar Lama, kawasan pasar lama di Tangerang, Banten, Indonesia. Terletak di dekat sungai Cisadane, merupakan museum Indonesia pertama yang menyoroti sejarah dan warisan etnis Tionghoa di Indonesia."
180,Tropikana Waterpark Cimone,tourist_attraction,Tangerang,"Jl. Raya Merdeka No.51, RT.002/RW.001, Margasari, Kec. Karawaci, Kota Tangerang, Banten 15114, Indonesia",ChIJqWTtHsj_aS4ReFZ2a0jLCdM,4,50000,09.00 am - 06.00 pm,-6.1855312,106.6155395,52,"https://www.google.com/maps/search/?api=1&query=-6.1853731,106.6162192",180,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F31.%20tropikana-waterpark-cimone.jpg?alt=media&token=730e11e4-8994-4a48-9bb1-5d60faf11080,"Konsep tropis dengan warna-warna cerah di berbagai sudut menjadi daya tarik bagi wahana air ini tersedia beragam jenis wahana kolam renang, mulai dari kolam dengan seluncuran menuju kolam arus, kolam renang anak yang menghiasi beragam instalasi warna-warni, hingga kolam balita."
181,Danau Cipondoh Tangerang,tourist_attraction,Tangerang,"RM2F+65M, Jl. H. Jali, RT.001/RW.003, Kunciran Jaya, Kec. Pinang, Kota Tangerang, Banten 15144, Indonesia",ChIJ2y4aWVr5aS4RrU2QjEDTw3s,5,0,24 hours,-6.1987345,106.6731795,47,"https://www.google.com/maps/search/?api=1&query=-6.207512700000001,106.6741963",181,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F32.%20danau-cipondoh.jpg?alt=media&token=e93786ba-21c8-4203-9149-9a8553b060fc,"Danau rekreasi yang populer untuk memancing, dengan penyewaan perahu dayung & restoran di sepanjang pantai."
182,Brancshto Equestrian Park BSD,tourist_attraction,Tangerang,"Jl. BSD Raya Pusat, Pagedangan, Kec. Pagedangan, Kabupaten Tangerang, Banten 15339",ChIJRVa3bKb8aS4R2UFQk0Chxec,4.5,75000,09.00 am - 05.00 pm,-6.2953948,106.6237705,75,"https://www.google.com/maps/search/?api=1&query=-6.2976381,106.6213911",182,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F33.%20brancshto-equestrian.jpg?alt=media&token=041a15b8-8a6d-4f23-ba99-59966e15d278,"Memberi makan & menunggang kuda di pusat berkuda yang juga menawarkan restoran, memanah & kursus ATV."
183,Danau Situ Bulakan Periuk Kota Tangerang,amusement_park,Tangerang,"Jl. Villa Mutiara Pluit, Periuk, Kec. Periuk, Kota Tangerang, Banten 15131, Indonesia",ChIJe3BXE3P_aS4RHsP4dyL96jQ,4.2,5000,24 hours,-6.1616699,106.588658,62,"https://www.google.com/maps/search/?api=1&query=-6.1642096,106.5947967",183,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F34.%20danau-situ-bulakan-periuk.jpg?alt=media&token=8fc3358d-5c0b-4a68-9c19-e54abd5c5ceb,"Memancing, berperahu & wahana untuk anak-anak di danau yang sibuk dengan kafe tepi laut & tempat camilan."
184,Kampoeng Kebun Kunjay,tourist_attraction,Tangerang,"QMPC+FRQ, Jl. H. Jali, RT.011/RW.002, Kunciran Jaya, Kec. Pinang, Kota Tangerang, Banten 15144, Indonesia",ChIJi2jMQ4T5aS4R_6r1dt0e6Sg,4.5,5000,07.00 am - 11.00 pm,-6.2137789,106.6721073,52,"https://www.google.com/maps/search/?api=1&query=-6.2133406,106.6720551",184,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F35.%20kampoeng-kebun-kunjay.jpg?alt=media&token=8ae6d0f8-c7ca-498e-a59f-7b8c71573cb3,"Susana kafe perkebunan yang asri rekomendasi untuk semua kalangan anak-anak dapat bermain, anak muda dapat bersantai menenangkan pikiran, dan untuk orang tua juga bisa membuat acara pertemuan."
185,Kampung Rumah Kita(Kampung pink),tourist_attraction,Tangerang,"Jl. Meteorlogi- Almuhajirin No.RT 03, RT.004/RW.009, Tanah Tinggi, Kec. Tangerang, Kota Tangerang, Banten 15119, Indonesia",ChIJRUt0Ubn5aS4R8pelaX-mIns,4.7,0,24 hours,-6.1698533,106.6490443,44,"https://www.google.com/maps/search/?api=1&query=-6.170130599999999,106.6501141",185,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F36.%20kampung-rumah-kita.jpg?alt=media&token=63fd6084-f2d7-4a19-a7de-a82859be3487,"Kampung Pink adalah dari akronim Paling Indah Nih Kampung. Sesuai semangatnya, kampung tersebut kemudian ditata dengan berbagai mural. Sesuai dengan penamaannya, yaitu pink, warna dominan kucing yang digunakan pun adalah merah muda (merah jambu)."
186,Forest City Tangerang City,park,Tangerang,"Daan Mogot Rd No.60, RT.001/RW.001, Sukarasa, Tangerang, Tangerang City, Banten 15111, Indonesia",ChIJ-ZE4IMz4aS4RC1cQljgqjlQ,4.6,0,07.00 am - 10.00 pm,-6.1687696,106.6343238,46,"https://www.google.com/maps/search/?api=1&query=-6.1692184,106.6349214",186,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F37.%20forest-city.jpg?alt=media&token=ba40b390-f078-40f6-b450-2f4db107dbbe,"Tempat wisata untuk refreshing dengan Hutan Kotanya cukup teduh dan luas. cocok untuk bertamasya bersama keluarga karena Sejuk, Indah dan damai."
187,Kampung Wisata Keramba 22,tourist_attraction,Tangerang,"Perum. Garden City Residence, RT.004/RW.022, Gebang Raya, Kec. Periuk, Kota Tangerang, Banten 15132, Indonesia",ChIJfSSy9I7_aS4R2Q7SaQWxXyg,4.8,0,08.00 am - 10.00 pm,-6.1671226,106.5864505,63,"https://www.google.com/maps/search/?api=1&query=-6.166343299999999,106.5933392",187,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F38.%20kampung-wisata-keramba.jpg?alt=media&token=e1405cd9-84f6-4950-a6e0-de586fd53c8a,"Tempat wisata ini merupakan kawasan perkampungan nelayan yang telah bertransformasi menjadi destinasi wisata edukasi dan rekreasi. Observasi budidaya ikan, pengunjung dapat belajar tentang cara budidaya ikan di keramba. Pesiar perahu, pengunjung dapat mengelilingi danau sambil menikmati pemandangan keramba ikan."
188,Taman Edukasi Kampung Iklim Rajawali 06,tourist_attraction,Tangerang,"RM48+39V, Jl. Perumahan Alam Indah Bulevar Raya, RT.004/RW.006, Poris Plawad Indah, Kec. Cipondoh, Kota Tangerang, Banten 15141, Indonesia",ChIJX1LnW7L5aS4RHAEKC88ywgU,5,0,24 hours,-6.1947648,106.6659091,51,"https://www.google.com/maps/search/?api=1&query=-6.1948633,106.6659223",188,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Tangerang%2F39.%20taman-edukasi-kampung-iklim-rajawali.jpg?alt=media&token=ec6981b9-f818-4b72-885a-f1e44f1c80ce,"Taman ini diresmikan pada tahun 2021 dan menjadi salah satu destinasi wisata edukasi yang populer di Kota Tangerang. Taman Edukasi Kampung Iklim Rajawali 06 memiliki luas sekitar 2 hektar dan dirancang dengan konsep edukasi lingkungan. Wahana edukasi lingkungan, seperti kolam ikan, taman kupu-kupu, dan rumah kompos. Area bermain anak, dilengkapi dengan berbagai macam wahana permainan."
